year,species_id,sex,hindfoot_length,weight,genus,species,taxa
1984,NL,F,33,142,Neotoma,albigula,Rodent
1984,NL,M,35,224,Neotoma,albigula,Rodent
1984,NL,F,32,135,Neotoma,albigula,Rodent
1984,NL,F,28,50,Neotoma,albigula,Rodent
1984,NL,F,32,135,Neotoma,albigula,Rodent
1984,NL,M,34,216,Neotoma,albigula,Rodent
1987,NL,F,33,179,Neotoma,albigula,Rodent
1987,NL,F,35,190,Neotoma,albigula,Rodent
1988,NL,F,32,198,Neotoma,albigula,Rodent
1988,NL,F,33,186,Neotoma,albigula,Rodent
1988,NL,M,33,105,Neotoma,albigula,Rodent
1988,NL,M,31,148,Neotoma,albigula,Rodent
1988,NL,F,33,143,Neotoma,albigula,Rodent
1988,NL,M,34,180,Neotoma,albigula,Rodent
1988,NL,F,33,150,Neotoma,albigula,Rodent
1988,NL,M,30,188,Neotoma,albigula,Rodent
1989,NL,F,33,187,Neotoma,albigula,Rodent
1990,NL,M,34,243,Neotoma,albigula,Rodent
1997,NL,M,35,231,Neotoma,albigula,Rodent
1997,NL,F,33,139,Neotoma,albigula,Rodent
1998,NL,F,34,140,Neotoma,albigula,Rodent
1998,NL,F,33,76,Neotoma,albigula,Rodent
1998,NL,F,35,187,Neotoma,albigula,Rodent
1998,NL,M,32,147,Neotoma,albigula,Rodent
2001,NL,F,26,146,Neotoma,albigula,Rodent
1980,OL,F,20,39,Onychomys,leucogaster,Rodent
1981,OL,F,20,32,Onychomys,leucogaster,Rodent
1981,OL,M,21,30,Onychomys,leucogaster,Rodent
1981,OL,M,21,39,Onychomys,leucogaster,Rodent
1982,OL,M,20,36,Onychomys,leucogaster,Rodent
1982,OL,M,22,42,Onychomys,leucogaster,Rodent
1982,OL,M,21,29,Onychomys,leucogaster,Rodent
1983,OL,M,21,34,Onychomys,leucogaster,Rodent
1983,OL,M,21,33,Onychomys,leucogaster,Rodent
1983,OL,M,21,34,Onychomys,leucogaster,Rodent
1983,OL,F,20,45,Onychomys,leucogaster,Rodent
1983,OL,F,20,32,Onychomys,leucogaster,Rodent
1988,OL,M,21,20,Onychomys,leucogaster,Rodent
1989,OL,M,22,33,Onychomys,leucogaster,Rodent
1989,OL,F,22,33,Onychomys,leucogaster,Rodent
1989,OL,M,21,39,Onychomys,leucogaster,Rodent
1994,OL,F,21,23,Onychomys,leucogaster,Rodent
1994,OL,M,22,19,Onychomys,leucogaster,Rodent
1996,OL,F,21,21,Onychomys,leucogaster,Rodent
1979,PM,F,19,24,Peromyscus,maniculatus,Rodent
1979,PM,M,22,18,Peromyscus,maniculatus,Rodent
1981,PM,M,21,20,Peromyscus,maniculatus,Rodent
1981,PM,F,22,20,Peromyscus,maniculatus,Rodent
1982,PM,F,19,34,Peromyscus,maniculatus,Rodent
1982,PM,F,19,18,Peromyscus,maniculatus,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,29,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,23,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,22,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,22,Peromyscus,maniculatus,Rodent
1982,PM,M,20,21,Peromyscus,maniculatus,Rodent
1982,PM,M,19,19,Peromyscus,maniculatus,Rodent
1983,PM,M,21,21,Peromyscus,maniculatus,Rodent
1983,PM,M,21,22,Peromyscus,maniculatus,Rodent
1984,PM,M,21,17,Peromyscus,maniculatus,Rodent
1984,PM,M,21,17,Peromyscus,maniculatus,Rodent
1984,PM,F,21,17,Peromyscus,maniculatus,Rodent
1984,PM,M,20,22,Peromyscus,maniculatus,Rodent
1985,PM,M,20,16,Peromyscus,maniculatus,Rodent
1985,PM,F,20,19,Peromyscus,maniculatus,Rodent
1986,PM,M,19,22,Peromyscus,maniculatus,Rodent
1987,PM,M,21,26,Peromyscus,maniculatus,Rodent
1987,PM,M,20,20,Peromyscus,maniculatus,Rodent
1987,PM,M,18,14,Peromyscus,maniculatus,Rodent
1987,PM,F,20,23,Peromyscus,maniculatus,Rodent
1987,PM,M,22,21,Peromyscus,maniculatus,Rodent
1987,PM,M,NA,22,Peromyscus,maniculatus,Rodent
1987,PM,F,20,25,Peromyscus,maniculatus,Rodent
1987,PM,M,21,20,Peromyscus,maniculatus,Rodent
1989,PM,M,21,20,Peromyscus,maniculatus,Rodent
1997,PM,F,20,21,Peromyscus,maniculatus,Rodent
1997,PM,F,20,25,Peromyscus,maniculatus,Rodent
1997,PM,F,19,23,Peromyscus,maniculatus,Rodent
1997,PM,F,21,21,Peromyscus,maniculatus,Rodent
1997,PM,F,19,16,Peromyscus,maniculatus,Rodent
1997,PM,F,21,22,Peromyscus,maniculatus,Rodent
1997,PM,F,20,21,Peromyscus,maniculatus,Rodent
1997,PM,F,20,17,Peromyscus,maniculatus,Rodent
1997,PM,F,20,14,Peromyscus,maniculatus,Rodent
1997,PM,M,20,13,Peromyscus,maniculatus,Rodent
1997,PM,F,20,25,Peromyscus,maniculatus,Rodent
1997,PM,M,19,13,Peromyscus,maniculatus,Rodent
1997,PM,M,20,16,Peromyscus,maniculatus,Rodent
1997,PM,F,20,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1998,PM,M,20,18,Peromyscus,maniculatus,Rodent
1998,PM,F,20,16,Peromyscus,maniculatus,Rodent
1998,PM,F,20,18,Peromyscus,maniculatus,Rodent
1998,PM,M,20,20,Peromyscus,maniculatus,Rodent
1998,PM,M,20,20,Peromyscus,maniculatus,Rodent
1998,PM,M,20,20,Peromyscus,maniculatus,Rodent
1999,PM,F,21,28,Peromyscus,maniculatus,Rodent
1982,RF,M,16,11,Reithrodontomys,fulvescens,Rodent
1991,SF,F,36,52,Sigmodon,fulviventer,Rodent
2002,SF,M,26,68,Sigmodon,fulviventer,Rodent
1997,PL,M,19,16,Peromyscus,leucopus,Rodent
1998,PL,M,19,18,Peromyscus,leucopus,Rodent
1998,PL,M,21,22,Peromyscus,leucopus,Rodent
1978,NL,F,32,135,Neotoma,albigula,Rodent
1978,NL,F,32,149,Neotoma,albigula,Rodent
1979,NL,F,30,105,Neotoma,albigula,Rodent
1979,NL,M,32,133,Neotoma,albigula,Rodent
1979,NL,M,31,153,Neotoma,albigula,Rodent
1980,NL,M,35,187,Neotoma,albigula,Rodent
1980,NL,M,32,168,Neotoma,albigula,Rodent
1981,NL,F,31,126,Neotoma,albigula,Rodent
1982,NL,F,32,146,Neotoma,albigula,Rodent
1982,NL,F,32,152,Neotoma,albigula,Rodent
1982,NL,F,NA,146,Neotoma,albigula,Rodent
1982,NL,F,NA,139,Neotoma,albigula,Rodent
1982,NL,F,NA,114,Neotoma,albigula,Rodent
1982,NL,F,31,142,Neotoma,albigula,Rodent
1982,NL,F,32,150,Neotoma,albigula,Rodent
1982,NL,F,31,143,Neotoma,albigula,Rodent
1983,NL,F,29,145,Neotoma,albigula,Rodent
1983,NL,F,28,44,Neotoma,albigula,Rodent
1983,NL,M,32,180,Neotoma,albigula,Rodent
1983,NL,M,34,216,Neotoma,albigula,Rodent
1983,NL,F,32,180,Neotoma,albigula,Rodent
1983,NL,F,32,71,Neotoma,albigula,Rodent
1983,NL,F,31,176,Neotoma,albigula,Rodent
1984,NL,F,31,98,Neotoma,albigula,Rodent
1984,NL,M,30,93,Neotoma,albigula,Rodent
1984,NL,M,31,108,Neotoma,albigula,Rodent
1984,NL,M,33,140,Neotoma,albigula,Rodent
1984,NL,M,32,152,Neotoma,albigula,Rodent
1985,NL,M,33,123,Neotoma,albigula,Rodent
1985,NL,F,32,177,Neotoma,albigula,Rodent
1985,NL,F,32,165,Neotoma,albigula,Rodent
1985,NL,F,33,168,Neotoma,albigula,Rodent
1985,NL,F,32,162,Neotoma,albigula,Rodent
1985,NL,F,32,168,Neotoma,albigula,Rodent
1985,NL,F,32,174,Neotoma,albigula,Rodent
1986,NL,F,33,192,Neotoma,albigula,Rodent
1986,NL,M,31,99,Neotoma,albigula,Rodent
1986,NL,F,33,182,Neotoma,albigula,Rodent
1986,NL,F,30,70,Neotoma,albigula,Rodent
1986,NL,M,30,116,Neotoma,albigula,Rodent
1986,NL,M,32,131,Neotoma,albigula,Rodent
1986,NL,M,30,142,Neotoma,albigula,Rodent
1987,NL,M,32,202,Neotoma,albigula,Rodent
1987,NL,F,32,162,Neotoma,albigula,Rodent
1987,NL,F,32,171,Neotoma,albigula,Rodent
1987,NL,F,33,179,Neotoma,albigula,Rodent
1987,NL,F,33,190,Neotoma,albigula,Rodent
1987,NL,F,NA,68,Neotoma,albigula,Rodent
1987,NL,F,32,96,Neotoma,albigula,Rodent
1987,NL,F,30,142,Neotoma,albigula,Rodent
1987,NL,F,32,145,Neotoma,albigula,Rodent
1988,NL,F,33,161,Neotoma,albigula,Rodent
1988,NL,F,32,144,Neotoma,albigula,Rodent
1988,NL,F,33,175,Neotoma,albigula,Rodent
1988,NL,F,33,177,Neotoma,albigula,Rodent
1988,NL,F,37,158,Neotoma,albigula,Rodent
1988,NL,F,34,148,Neotoma,albigula,Rodent
1988,NL,M,32,128,Neotoma,albigula,Rodent
1989,NL,F,31,177,Neotoma,albigula,Rodent
1989,NL,F,32,183,Neotoma,albigula,Rodent
1989,NL,F,32,103,Neotoma,albigula,Rodent
1989,NL,F,31,106,Neotoma,albigula,Rodent
1989,NL,F,33,78,Neotoma,albigula,Rodent
1989,NL,F,33,88,Neotoma,albigula,Rodent
1989,NL,F,33,85,Neotoma,albigula,Rodent
1989,NL,M,NA,84,Neotoma,albigula,Rodent
1989,NL,F,NA,73,Neotoma,albigula,Rodent
1989,NL,F,33,118,Neotoma,albigula,Rodent
1989,NL,F,32,149,Neotoma,albigula,Rodent
1989,NL,F,NA,157,Neotoma,albigula,Rodent
1989,NL,F,33,158,Neotoma,albigula,Rodent
1990,NL,F,32,165,Neotoma,albigula,Rodent
1990,NL,F,34,169,Neotoma,albigula,Rodent
1990,NL,F,32,170,Neotoma,albigula,Rodent
1990,NL,F,34,158,Neotoma,albigula,Rodent
1990,NL,M,32,104,Neotoma,albigula,Rodent
1990,NL,F,NA,170,Neotoma,albigula,Rodent
1990,NL,F,32,191,Neotoma,albigula,Rodent
1990,NL,F,33,180,Neotoma,albigula,Rodent
1990,NL,M,33,164,Neotoma,albigula,Rodent
1991,NL,M,31,162,Neotoma,albigula,Rodent
1991,NL,F,32,148,Neotoma,albigula,Rodent
1991,NL,M,34,168,Neotoma,albigula,Rodent
1991,NL,M,30,195,Neotoma,albigula,Rodent
1991,NL,F,22,160,Neotoma,albigula,Rodent
1997,NL,F,34,92,Neotoma,albigula,Rodent
1997,NL,F,32,138,Neotoma,albigula,Rodent
1997,NL,M,32,162,Neotoma,albigula,Rodent
1997,NL,M,32,170,Neotoma,albigula,Rodent
1997,NL,F,32,145,Neotoma,albigula,Rodent
1998,NL,M,31,120,Neotoma,albigula,Rodent
1998,NL,M,34,93,Neotoma,albigula,Rodent
1999,NL,M,34,212,Neotoma,albigula,Rodent
2001,NL,M,32,127,Neotoma,albigula,Rodent
2001,NL,F,33,158,Neotoma,albigula,Rodent
2001,NL,F,32,156,Neotoma,albigula,Rodent
2002,NL,F,29,154,Neotoma,albigula,Rodent
2002,NL,F,30,174,Neotoma,albigula,Rodent
2002,NL,M,31,169,Neotoma,albigula,Rodent
2002,NL,M,32,162,Neotoma,albigula,Rodent
2002,NL,M,34,200,Neotoma,albigula,Rodent
1977,OL,F,NA,23,Onychomys,leucogaster,Rodent
1978,OL,F,20,35,Onychomys,leucogaster,Rodent
1978,OL,F,21,29,Onychomys,leucogaster,Rodent
1978,OL,F,20,29,Onychomys,leucogaster,Rodent
1978,OL,F,21,33,Onychomys,leucogaster,Rodent
1978,OL,M,20,30,Onychomys,leucogaster,Rodent
1978,OL,F,21,28,Onychomys,leucogaster,Rodent
1978,OL,M,21,32,Onychomys,leucogaster,Rodent
1979,OL,F,19,29,Onychomys,leucogaster,Rodent
1980,OL,F,NA,32,Onychomys,leucogaster,Rodent
1980,OL,M,22,31,Onychomys,leucogaster,Rodent
1980,OL,F,19,37,Onychomys,leucogaster,Rodent
1980,OL,M,NA,35,Onychomys,leucogaster,Rodent
1980,OL,M,NA,35,Onychomys,leucogaster,Rodent
1980,OL,M,NA,35,Onychomys,leucogaster,Rodent
1980,OL,F,NA,40,Onychomys,leucogaster,Rodent
1980,OL,F,NA,33,Onychomys,leucogaster,Rodent
1980,OL,M,21,34,Onychomys,leucogaster,Rodent
1980,OL,F,20,27,Onychomys,leucogaster,Rodent
1980,OL,M,21,36,Onychomys,leucogaster,Rodent
1980,OL,F,21,33,Onychomys,leucogaster,Rodent
1981,OL,F,19,34,Onychomys,leucogaster,Rodent
1981,OL,F,21,40,Onychomys,leucogaster,Rodent
1981,OL,F,NA,34,Onychomys,leucogaster,Rodent
1982,OL,M,NA,39,Onychomys,leucogaster,Rodent
1982,OL,M,21,39,Onychomys,leucogaster,Rodent
1982,OL,F,18,25,Onychomys,leucogaster,Rodent
1983,OL,M,20,36,Onychomys,leucogaster,Rodent
1985,OL,F,20,18,Onychomys,leucogaster,Rodent
1986,OL,M,21,34,Onychomys,leucogaster,Rodent
1986,OL,M,20,42,Onychomys,leucogaster,Rodent
1987,OL,M,21,27,Onychomys,leucogaster,Rodent
1987,OL,F,20,23,Onychomys,leucogaster,Rodent
1990,OL,M,21,30,Onychomys,leucogaster,Rodent
1990,OL,F,20,35,Onychomys,leucogaster,Rodent
1992,OL,F,19,37,Onychomys,leucogaster,Rodent
1992,OL,M,21,35,Onychomys,leucogaster,Rodent
1992,OL,F,20,25,Onychomys,leucogaster,Rodent
1993,OL,F,20,28,Onychomys,leucogaster,Rodent
1993,OL,F,20,26,Onychomys,leucogaster,Rodent
1993,OL,M,18,20,Onychomys,leucogaster,Rodent
1978,PM,F,20,22,Peromyscus,maniculatus,Rodent
1982,PM,F,21,28,Peromyscus,maniculatus,Rodent
1982,PM,M,21,17,Peromyscus,maniculatus,Rodent
1985,PM,M,20,16,Peromyscus,maniculatus,Rodent
1986,PM,M,20,22,Peromyscus,maniculatus,Rodent
1987,PM,F,20,13,Peromyscus,maniculatus,Rodent
1987,PM,M,19,17,Peromyscus,maniculatus,Rodent
1987,PM,M,21,22,Peromyscus,maniculatus,Rodent
1987,PM,F,20,23,Peromyscus,maniculatus,Rodent
1996,PM,M,23,23,Peromyscus,maniculatus,Rodent
1996,PM,M,22,28,Peromyscus,maniculatus,Rodent
1997,PM,F,20,22,Peromyscus,maniculatus,Rodent
1997,PM,F,20,23,Peromyscus,maniculatus,Rodent
1997,PM,F,21,17,Peromyscus,maniculatus,Rodent
1997,PM,M,22,30,Peromyscus,maniculatus,Rodent
1997,PM,F,21,22,Peromyscus,maniculatus,Rodent
1997,PM,F,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,21,Peromyscus,maniculatus,Rodent
1997,PM,M,20,21,Peromyscus,maniculatus,Rodent
1997,PM,M,23,27,Peromyscus,maniculatus,Rodent
1998,PM,F,19,9,Peromyscus,maniculatus,Rodent
1998,PM,F,20,22,Peromyscus,maniculatus,Rodent
1978,NL,M,33,189,Neotoma,albigula,Rodent
1978,NL,F,NA,158,Neotoma,albigula,Rodent
1978,NL,M,NA,189,Neotoma,albigula,Rodent
1978,NL,M,32,223,Neotoma,albigula,Rodent
1979,NL,F,31,86,Neotoma,albigula,Rodent
1979,NL,F,32,239,Neotoma,albigula,Rodent
1979,NL,M,27,66,Neotoma,albigula,Rodent
1979,NL,M,30,72,Neotoma,albigula,Rodent
1979,NL,M,29,70,Neotoma,albigula,Rodent
1979,NL,F,29,72,Neotoma,albigula,Rodent
1979,NL,F,32,92,Neotoma,albigula,Rodent
1979,NL,F,32,211,Neotoma,albigula,Rodent
1979,NL,F,33,217,Neotoma,albigula,Rodent
1980,NL,F,32,214,Neotoma,albigula,Rodent
1980,NL,F,32,114,Neotoma,albigula,Rodent
1980,NL,M,NA,74,Neotoma,albigula,Rodent
1980,NL,M,NA,97,Neotoma,albigula,Rodent
1980,NL,F,33,173,Neotoma,albigula,Rodent
1980,NL,F,32,172,Neotoma,albigula,Rodent
1980,NL,F,33,200,Neotoma,albigula,Rodent
1980,NL,F,31,193,Neotoma,albigula,Rodent
1980,NL,F,33,189,Neotoma,albigula,Rodent
1981,NL,F,33,199,Neotoma,albigula,Rodent
1981,NL,F,32,195,Neotoma,albigula,Rodent
1981,NL,F,NA,231,Neotoma,albigula,Rodent
1981,NL,M,34,235,Neotoma,albigula,Rodent
1981,NL,F,NA,264,Neotoma,albigula,Rodent
1981,NL,M,31,83,Neotoma,albigula,Rodent
1982,NL,F,32,220,Neotoma,albigula,Rodent
1982,NL,F,32,226,Neotoma,albigula,Rodent
1982,NL,F,33,217,Neotoma,albigula,Rodent
1982,NL,M,32,102,Neotoma,albigula,Rodent
1982,NL,M,34,252,Neotoma,albigula,Rodent
1982,NL,F,33,219,Neotoma,albigula,Rodent
1982,NL,M,31,97,Neotoma,albigula,Rodent
1982,NL,F,32,118,Neotoma,albigula,Rodent
1982,NL,F,32,235,Neotoma,albigula,Rodent
1983,NL,M,32,239,Neotoma,albigula,Rodent
1983,NL,M,32,94,Neotoma,albigula,Rodent
1983,NL,M,34,168,Neotoma,albigula,Rodent
1983,NL,F,32,128,Neotoma,albigula,Rodent
1983,NL,M,34,187,Neotoma,albigula,Rodent
1983,NL,F,32,158,Neotoma,albigula,Rodent
1983,NL,F,31,165,Neotoma,albigula,Rodent
1983,NL,F,33,170,Neotoma,albigula,Rodent
1984,NL,F,32,104,Neotoma,albigula,Rodent
1984,NL,F,32,129,Neotoma,albigula,Rodent
1984,NL,M,32,126,Neotoma,albigula,Rodent
1984,NL,M,31,132,Neotoma,albigula,Rodent
1984,NL,F,31,135,Neotoma,albigula,Rodent
1984,NL,F,33,146,Neotoma,albigula,Rodent
1985,NL,M,32,166,Neotoma,albigula,Rodent
1985,NL,M,33,183,Neotoma,albigula,Rodent
1985,NL,M,33,181,Neotoma,albigula,Rodent
1985,NL,M,31,155,Neotoma,albigula,Rodent
1985,NL,M,32,178,Neotoma,albigula,Rodent
1985,NL,M,32,192,Neotoma,albigula,Rodent
1986,NL,F,31,170,Neotoma,albigula,Rodent
1986,NL,F,29,91,Neotoma,albigula,Rodent
1986,NL,F,31,98,Neotoma,albigula,Rodent
1986,NL,F,31,205,Neotoma,albigula,Rodent
1986,NL,F,32,185,Neotoma,albigula,Rodent
1986,NL,F,30,134,Neotoma,albigula,Rodent
1986,NL,M,33,180,Neotoma,albigula,Rodent
1986,NL,M,34,210,Neotoma,albigula,Rodent
1987,NL,F,33,164,Neotoma,albigula,Rodent
1987,NL,M,33,196,Neotoma,albigula,Rodent
1987,NL,M,34,234,Neotoma,albigula,Rodent
1987,NL,M,NA,230,Neotoma,albigula,Rodent
1987,NL,M,35,218,Neotoma,albigula,Rodent
1987,NL,M,36,212,Neotoma,albigula,Rodent
1987,NL,M,34,239,Neotoma,albigula,Rodent
1988,NL,M,NA,232,Neotoma,albigula,Rodent
1988,NL,F,33,133,Neotoma,albigula,Rodent
1988,NL,F,34,188,Neotoma,albigula,Rodent
1988,NL,F,30,177,Neotoma,albigula,Rodent
1989,NL,F,31,104,Neotoma,albigula,Rodent
1989,NL,F,33,123,Neotoma,albigula,Rodent
1989,NL,M,34,249,Neotoma,albigula,Rodent
1989,NL,F,32,137,Neotoma,albigula,Rodent
1989,NL,F,29,57,Neotoma,albigula,Rodent
1989,NL,F,33,126,Neotoma,albigula,Rodent
1989,NL,F,31,185,Neotoma,albigula,Rodent
1989,NL,F,32,190,Neotoma,albigula,Rodent
1990,NL,F,31,197,Neotoma,albigula,Rodent
1990,NL,F,33,194,Neotoma,albigula,Rodent
1990,NL,M,33,122,Neotoma,albigula,Rodent
1990,NL,M,NA,145,Neotoma,albigula,Rodent
1990,NL,M,32,138,Neotoma,albigula,Rodent
1991,NL,M,34,146,Neotoma,albigula,Rodent
1992,NL,M,NA,172,Neotoma,albigula,Rodent
1992,NL,M,33,175,Neotoma,albigula,Rodent
1992,NL,M,31,173,Neotoma,albigula,Rodent
1992,NL,M,31,158,Neotoma,albigula,Rodent
1992,NL,M,31,167,Neotoma,albigula,Rodent
1993,NL,M,31,170,Neotoma,albigula,Rodent
1993,NL,M,31,233,Neotoma,albigula,Rodent
1994,NL,M,37,220,Neotoma,albigula,Rodent
1994,NL,M,34,226,Neotoma,albigula,Rodent
1995,NL,M,34,138,Neotoma,albigula,Rodent
1995,NL,M,33,152,Neotoma,albigula,Rodent
1995,NL,F,32,160,Neotoma,albigula,Rodent
1996,NL,M,21,118,Neotoma,albigula,Rodent
1996,NL,M,32,184,Neotoma,albigula,Rodent
1996,NL,M,NA,185,Neotoma,albigula,Rodent
1996,NL,F,34,144,Neotoma,albigula,Rodent
1997,NL,F,33,214,Neotoma,albigula,Rodent
1997,NL,M,31,62,Neotoma,albigula,Rodent
1997,NL,F,30,64,Neotoma,albigula,Rodent
1997,NL,F,30,63,Neotoma,albigula,Rodent
1997,NL,M,31,70,Neotoma,albigula,Rodent
1997,NL,M,33,109,Neotoma,albigula,Rodent
1997,NL,F,33,186,Neotoma,albigula,Rodent
1997,NL,F,32,194,Neotoma,albigula,Rodent
1997,NL,F,NA,208,Neotoma,albigula,Rodent
1997,NL,M,35,121,Neotoma,albigula,Rodent
1997,NL,F,33,183,Neotoma,albigula,Rodent
1997,NL,M,30,136,Neotoma,albigula,Rodent
1997,NL,F,NA,172,Neotoma,albigula,Rodent
1997,NL,M,33,120,Neotoma,albigula,Rodent
1997,NL,F,34,177,Neotoma,albigula,Rodent
1997,NL,F,32,122,Neotoma,albigula,Rodent
1997,NL,F,32,169,Neotoma,albigula,Rodent
1998,NL,F,34,178,Neotoma,albigula,Rodent
1998,NL,F,31,238,Neotoma,albigula,Rodent
1998,NL,F,33,199,Neotoma,albigula,Rodent
1998,NL,F,32,189,Neotoma,albigula,Rodent
1998,NL,F,33,196,Neotoma,albigula,Rodent
1998,NL,F,32,175,Neotoma,albigula,Rodent
1999,NL,F,30,168,Neotoma,albigula,Rodent
1999,NL,F,32,182,Neotoma,albigula,Rodent
1999,NL,F,32,190,Neotoma,albigula,Rodent
1999,NL,F,33,168,Neotoma,albigula,Rodent
1999,NL,F,32,203,Neotoma,albigula,Rodent
2000,NL,F,32,173,Neotoma,albigula,Rodent
2000,NL,F,31,164,Neotoma,albigula,Rodent
2000,NL,F,29,190,Neotoma,albigula,Rodent
2000,NL,F,30,212,Neotoma,albigula,Rodent
2001,NL,F,32,207,Neotoma,albigula,Rodent
2001,NL,F,30,204,Neotoma,albigula,Rodent
2001,NL,F,31,221,Neotoma,albigula,Rodent
2001,NL,M,33,280,Neotoma,albigula,Rodent
2002,NL,F,33,164,Neotoma,albigula,Rodent
2002,NL,F,32,210,Neotoma,albigula,Rodent
2002,NL,F,30,200,Neotoma,albigula,Rodent
2002,NL,F,36,188,Neotoma,albigula,Rodent
2002,NL,F,33,212,Neotoma,albigula,Rodent
2002,NL,F,33,200,Neotoma,albigula,Rodent
1979,OL,M,21,29,Onychomys,leucogaster,Rodent
1980,OL,F,NA,38,Onychomys,leucogaster,Rodent
1981,OL,M,21,42,Onychomys,leucogaster,Rodent
1981,OL,M,23,39,Onychomys,leucogaster,Rodent
1982,OL,M,22,34,Onychomys,leucogaster,Rodent
1982,OL,F,20,24,Onychomys,leucogaster,Rodent
1982,OL,M,21,39,Onychomys,leucogaster,Rodent
1983,OL,F,20,28,Onychomys,leucogaster,Rodent
1983,OL,M,21,36,Onychomys,leucogaster,Rodent
1983,OL,F,20,29,Onychomys,leucogaster,Rodent
1983,OL,F,21,31,Onychomys,leucogaster,Rodent
1983,OL,M,21,33,Onychomys,leucogaster,Rodent
1983,OL,F,21,34,Onychomys,leucogaster,Rodent
1984,OL,F,19,28,Onychomys,leucogaster,Rodent
1984,OL,F,21,28,Onychomys,leucogaster,Rodent
1984,OL,M,20,26,Onychomys,leucogaster,Rodent
1984,OL,F,20,30,Onychomys,leucogaster,Rodent
1984,OL,M,19,34,Onychomys,leucogaster,Rodent
1985,OL,F,20,30,Onychomys,leucogaster,Rodent
1985,OL,M,21,45,Onychomys,leucogaster,Rodent
1985,OL,M,20,38,Onychomys,leucogaster,Rodent
1985,OL,M,20,24,Onychomys,leucogaster,Rodent
1985,OL,F,20,34,Onychomys,leucogaster,Rodent
1986,OL,F,20,26,Onychomys,leucogaster,Rodent
1986,OL,F,20,25,Onychomys,leucogaster,Rodent
1987,OL,F,19,25,Onychomys,leucogaster,Rodent
1987,OL,M,22,29,Onychomys,leucogaster,Rodent
1987,OL,M,19,28,Onychomys,leucogaster,Rodent
1987,OL,F,22,25,Onychomys,leucogaster,Rodent
1987,OL,M,22,27,Onychomys,leucogaster,Rodent
1987,OL,F,21,27,Onychomys,leucogaster,Rodent
1987,OL,M,21,29,Onychomys,leucogaster,Rodent
1987,OL,F,20,26,Onychomys,leucogaster,Rodent
1988,OL,F,20,32,Onychomys,leucogaster,Rodent
1988,OL,F,20,35,Onychomys,leucogaster,Rodent
1988,OL,F,21,37,Onychomys,leucogaster,Rodent
1988,OL,F,20,35,Onychomys,leucogaster,Rodent
1988,OL,F,19,24,Onychomys,leucogaster,Rodent
1988,OL,M,20,25,Onychomys,leucogaster,Rodent
1988,OL,F,21,29,Onychomys,leucogaster,Rodent
1988,OL,M,21,32,Onychomys,leucogaster,Rodent
1989,OL,F,20,29,Onychomys,leucogaster,Rodent
1989,OL,F,21,27,Onychomys,leucogaster,Rodent
1989,OL,M,21,35,Onychomys,leucogaster,Rodent
1989,OL,F,21,31,Onychomys,leucogaster,Rodent
1989,OL,M,22,40,Onychomys,leucogaster,Rodent
1989,OL,F,21,38,Onychomys,leucogaster,Rodent
1989,OL,F,23,33,Onychomys,leucogaster,Rodent
1989,OL,M,22,38,Onychomys,leucogaster,Rodent
1990,OL,F,21,33,Onychomys,leucogaster,Rodent
1990,OL,F,21,31,Onychomys,leucogaster,Rodent
1990,OL,M,21,32,Onychomys,leucogaster,Rodent
1990,OL,M,21,31,Onychomys,leucogaster,Rodent
1991,OL,M,21,31,Onychomys,leucogaster,Rodent
1991,OL,F,20,31,Onychomys,leucogaster,Rodent
1991,OL,M,21,32,Onychomys,leucogaster,Rodent
1991,OL,M,21,35,Onychomys,leucogaster,Rodent
1991,OL,F,21,25,Onychomys,leucogaster,Rodent
1991,OL,M,20,30,Onychomys,leucogaster,Rodent
1991,OL,F,21,27,Onychomys,leucogaster,Rodent
1991,OL,M,20,34,Onychomys,leucogaster,Rodent
1991,OL,M,21,40,Onychomys,leucogaster,Rodent
1992,OL,F,21,34,Onychomys,leucogaster,Rodent
1992,OL,M,21,21,Onychomys,leucogaster,Rodent
1992,OL,F,20,21,Onychomys,leucogaster,Rodent
1993,OL,F,19,24,Onychomys,leucogaster,Rodent
1993,OL,F,21,26,Onychomys,leucogaster,Rodent
1993,OL,M,23,18,Onychomys,leucogaster,Rodent
1993,OL,M,20,19,Onychomys,leucogaster,Rodent
1994,OL,F,NA,26,Onychomys,leucogaster,Rodent
1994,OL,F,NA,27,Onychomys,leucogaster,Rodent
1995,OL,F,20,29,Onychomys,leucogaster,Rodent
1996,OL,M,20,26,Onychomys,leucogaster,Rodent
1996,OL,M,21,27,Onychomys,leucogaster,Rodent
1997,OL,F,20,37,Onychomys,leucogaster,Rodent
1982,PM,F,19,19,Peromyscus,maniculatus,Rodent
1983,PM,M,19,11,Peromyscus,maniculatus,Rodent
1984,PM,F,20,24,Peromyscus,maniculatus,Rodent
1987,PM,M,21,24,Peromyscus,maniculatus,Rodent
1987,PM,F,21,28,Peromyscus,maniculatus,Rodent
1996,PM,M,20,17,Peromyscus,maniculatus,Rodent
